time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461400000	-24.0041	-7.09547	4.75345	2.41482	-0.499582	lidar	1.96528	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1719	-6.91485	4.75554	2.37786	-0.515899	radar	2.05368	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3349	-6.66353	4.83315	2.3236	-0.543078	lidar	3.46581	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5019	-6.48791	4.82303	2.2919	-0.555255	radar	3.56315	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.601	-6.34774	4.71577	2.26545	-0.555376	lidar	5.3069	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7411	-6.15938	4.71157	2.2335	-0.560608	radar	0.345321	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9244	-5.95313	4.7743	2.20929	-0.556002	lidar	2.66615	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0548	-5.74882	4.77929	2.17731	-0.558873	radar	1.88457	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1877	-5.57567	4.74919	2.15604	-0.55278	lidar	0.283169	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3396	-5.38918	4.76516	2.14512	-0.527101	radar	1.24994	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4834	-5.16339	4.81058	2.11697	-0.528235	lidar	0.640813	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6139	-4.98538	4.79321	2.10957	-0.497873	radar	6.46357	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7268	-4.8112	4.7448	2.09061	-0.492722	lidar	0.534764	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8478	-4.60537	4.75261	2.07166	-0.482361	radar	0.298872	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9593	-4.36128	4.7978	2.03982	-0.489366	lidar	0.545807	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0702	-4.14123	4.79347	2.00189	-0.520127	radar	10.9003	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1619	-3.85744	4.87696	1.96077	-0.533919	lidar	2.05175	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2371	-3.62119	4.87023	1.91476	-0.569777	radar	3.63988	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2676	-3.35471	4.88831	1.86536	-0.589705	lidar	4.51188	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3174	-3.11027	4.88825	1.82148	-0.613291	radar	0.718336	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3434	-2.87513	4.86673	1.78188	-0.622184	lidar	1.50704	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.4001	-2.64763	4.85588	1.75686	-0.614561	radar	1.31655	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4762	-2.49323	4.74913	1.74866	-0.594949	lidar	5.64398	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5302	-2.25784	4.75847	1.72869	-0.578748	radar	0.88971	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.58	-2.06114	4.70757	1.70929	-0.570533	lidar	1.16806	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6101	-1.82505	4.71191	1.68699	-0.556248	radar	1.97742	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6083	-1.57595	4.72506	1.64934	-0.565444	lidar	1.16286	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6062	-1.34557	4.71269	1.60935	-0.585462	radar	1.72694	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6099	-1.11852	4.6993	1.58008	-0.585687	lidar	0.0406366	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6382	-0.893876	4.69009	1.56309	-0.571813	radar	5.10146	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6489	-0.643086	4.71884	1.539	-0.567032	lidar	0.529775	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6369	-0.400903	4.73262	1.50299	-0.583491	radar	2.27769	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5921	-0.107296	4.81901	1.46338	-0.592036	lidar	2.66442	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5724	0.132231	4.823	1.43419	-0.595495	radar	2.75791	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5488	0.423329	4.9057	1.40836	-0.590309	lidar	1.65918	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5353	0.660695	4.89328	1.39616	-0.564206	radar	1.76626	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5264	0.941514	4.95545	1.38108	-0.550691	lidar	3.0109	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4878	1.19889	4.96656	1.37027	-0.517315	radar	7.37349	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4296	1.4366	4.95954	1.34235	-0.51936	lidar	0.0627793	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.391	1.65475	4.91551	1.32904	-0.498772	radar	8.56124	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3344	1.8668	4.87512	1.30458	-0.498905	lidar	0.358826	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2676	2.09808	4.8717	1.27845	-0.501582	radar	0.177306	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2041	2.29253	4.81177	1.25411	-0.501694	lidar	0.810755	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1415	2.51912	4.79661	1.24172	-0.478866	radar	1.03996	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0613	2.76097	4.82085	1.21904	-0.477351	lidar	0.127133	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9684	2.98477	4.83331	1.1833	-0.501673	radar	2.62689	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8662	3.26242	4.91909	1.16088	-0.498027	lidar	1.54714	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7837	3.4918	4.92016	1.14238	-0.4919	radar	2.17912	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6777	3.69393	4.89041	1.11516	-0.494802	lidar	0.212938	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5617	3.90208	4.88013	1.0861	-0.500857	radar	1.10362	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4942	4.08289	4.80852	1.07198	-0.491495	lidar	3.87562	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3716	4.28529	4.8017	1.04411	-0.495711	radar	0.589875	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2125	4.50363	4.83817	1.01008	-0.503998	lidar	1.96722	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.062	4.69954	4.82538	0.984389	-0.495374	radar	8.92019	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9435	4.89366	4.80807	0.964028	-0.491436	lidar	0.459549	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.788	5.08478	4.8095	0.934753	-0.494587	radar	2.28403	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.62	5.29834	4.85457	0.907303	-0.496439	lidar	0.899989	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4489	5.47842	4.8715	0.867908	-0.520312	radar	0.949518	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2629	5.65186	4.87611	0.83234	-0.529406	lidar	1.22301	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0971	5.81509	4.86867	0.798132	-0.543846	radar	3.2901	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9243	5.97591	4.85473	0.768281	-0.546685	lidar	0.0656577	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.779	6.15814	4.80391	0.768472	-0.498851	radar	4.60407	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6117	6.31371	4.78635	0.743237	-0.499506	lidar	0.0991454	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4626	6.48504	4.75512	0.73558	-0.473375	radar	1.93609	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2371	6.70587	4.87409	0.71616	-0.466821	lidar	4.29588	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0427	6.84708	4.85037	0.690276	-0.464036	radar	5.5851	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8284	7.01961	4.89818	0.666317	-0.46385	lidar	1.01347	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6174	7.15577	4.90694	0.633133	-0.476873	radar	1.42926	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4319	7.3008	4.89601	0.613066	-0.473429	lidar	0.317114	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2035	7.43052	4.94854	0.570635	-0.50552	radar	2.45978	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0221	7.59178	4.95229	0.560262	-0.491018	lidar	2.15098	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.838	7.75811	4.92933	0.561849	-0.452488	radar	5.93733	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6297	7.9007	4.94181	0.543681	-0.447922	lidar	0.107434	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4397	8.03342	4.91067	0.531859	-0.432618	radar	1.76649	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2141	8.07325	4.84286	0.482102	-0.461146	lidar	4.27481	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0233	8.22178	4.79959	0.488864	-0.413937	radar	6.78914	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8434	8.37215	4.79997	0.486875	-0.395657	lidar	3.3235	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6034	8.48476	4.85318	0.45794	-0.411205	radar	4.17856	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3532	8.62236	4.91932	0.442837	-0.40479	lidar	1.40794	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1561	8.74899	4.87046	0.44478	-0.369483	radar	2.30012	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9557	8.85126	4.84611	0.429304	-0.366926	lidar	0.622046	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7581	8.9666	4.7974	0.429131	-0.33725	radar	1.90438	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5344	9.04059	4.78329	0.403342	-0.346175	lidar	0.436429	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2961	9.14724	4.82288	0.387077	-0.346647	radar	4.40425	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0091	9.24041	4.90374	0.362355	-0.352798	lidar	5.87763	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7936	9.32318	4.88426	0.345876	-0.351938	radar	1.67127	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5374	9.42691	4.93417	0.333025	-0.346601	lidar	0.819962	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.273	9.46148	4.98128	0.286167	-0.388972	radar	5.47947	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9812	9.59254	5.09355	0.283122	-0.371258	lidar	3.54622	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.737	9.68182	5.07413	0.279642	-0.345875	radar	2.98836	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4613	9.79139	5.14304	0.274052	-0.333344	lidar	1.3038	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2141	9.86787	5.14878	0.260476	-0.330496	radar	0.481179	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9414	9.99191	5.2183	0.263227	-0.310586	lidar	1.63345	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6871	10.0592	5.22047	0.248349	-0.309409	radar	0.0584592	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4385	10.1664	5.24197	0.249299	-0.29305	lidar	1.46852	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1819	10.2353	5.2543	0.235211	-0.294319	radar	0.536276	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.946	10.262	5.20835	0.210383	-0.304745	lidar	0.593518	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6985	10.3269	5.19106	0.203538	-0.291802	radar	0.335369	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4766	10.3229	5.11642	0.17168	-0.309625	lidar	1.62324	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1809	10.3497	5.20923	0.138984	-0.338664	radar	7.83738	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9204	10.4054	5.22375	0.129687	-0.330921	lidar	0.272669	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6768	10.4398	5.15328	0.125828	-0.303492	radar	6.46729	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4331	10.4085	5.10767	0.0889003	-0.325768	lidar	2.07146	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1727	10.4338	5.11083	0.0755372	-0.320675	radar	0.568173	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8685	10.5793	5.23349	0.104775	-0.273449	lidar	8.09439	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6152	10.6379	5.19581	0.113275	-0.237813	radar	2.45689	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3636	10.6378	5.17543	0.0913167	-0.248162	lidar	0.43734	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1011	10.664	5.18414	0.0802214	-0.246847	radar	0.205143	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8452	10.7556	5.20818	0.0942928	-0.220124	lidar	4.27944	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5817	10.8058	5.20913	0.0970209	-0.200968	radar	1.62759	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3452	10.7742	5.15651	0.0671366	-0.221234	lidar	1.6754	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0897	10.8103	5.13859	0.0690393	-0.20076	radar	0.851552	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8415	10.8729	5.14312	0.0757487	-0.184007	lidar	2.29762	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.566	10.8941	5.16773	0.0685172	-0.180387	radar	2.66656	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3353	10.9088	5.12829	0.0589835	-0.181163	lidar	0.820563	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0697	10.8488	5.19285	0.00284982	-0.254939	radar	9.27725	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7784	10.8232	5.23133	-0.0187988	-0.263486	lidar	2.69063	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5225	10.8197	5.22191	-0.0303579	-0.261192	radar	0.172104	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2888	10.8153	5.18407	-0.0418813	-0.260027	lidar	1.02018	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0417	10.8659	5.11612	-0.0165288	-0.20052	radar	6.72078	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78117	10.911	5.13539	-0.00819194	-0.181925	lidar	2.18751	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.55008	10.8929	5.08716	-0.0211878	-0.183503	radar	3.97687	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.28928	10.9178	5.10399	-0.0189543	-0.171999	lidar	0.779296	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.04381	10.8989	5.07459	-0.0289004	-0.168739	radar	2.65546	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.77952	10.9286	5.09859	-0.0234369	-0.154776	lidar	1.13631	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.53949	10.8877	5.06509	-0.0423593	-0.164164	radar	6.3266	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.36994	10.8121	4.92892	-0.07581	-0.189883	lidar	5.21534	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.11996	10.8233	4.91893	-0.0681831	-0.165032	radar	1.63864	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.78778	10.8649	5.05838	-0.0519625	-0.139806	lidar	5.40483	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.527	10.8649	5.04935	-0.0458028	-0.116485	radar	2.32602	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.25138	10.8517	5.08453	-0.0511165	-0.115817	lidar	0.562957	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.01466	10.8836	5.02909	-0.0281631	-0.0704264	radar	4.4895	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
